ID,Rt,MS1Mass,ACCESSION,RefMatchFrag,UsrMatchFrag,MS1Error,MS2Error,MS2ErrorStd,DirectMatch,ReversMatch,Probability,FinalScore,SpecType,MatchedFrags,Inchikey,FragMZ,FragInt
297,13.947999954223633,342.2154721191406,MSV000094528,1.0--41,1.0--3,-0.01,0,0.002,0.91,0.24,0.4439861,3.98,EXP,[111.091375],ZDDLXTYAKDEKDF-UHFFFAOYSA-N,"[297.2439880371094, 111.08048248291016, 71.08673095703125]","[5186.0, 215.6666717529297, 519.0]"
297,13.947999954223633,342.2154721191406,MSV000094528,1.0--33,1.0--3,-0.01,0,0.002,0.92,0.24,0.44282228,3.99,EXP,[111.091255],YRTWPPFYURYSSC-UHFFFAOYSA-N,"[297.2439880371094, 111.08048248291016, 71.08673095703125]","[5186.0, 215.6666717529297, 519.0]"
26,0.11800000071525574,303.17158784179685,MSV000094528,2.0--28,2.0--14,-0.002,0.001,0.005,0.88,0.85,0.4416857,4.63,EXP,"[203.092754, 275.150715]",PYXRQSYDODFUOC-MWLCHTKSSA-N,"[252.1802978515625, 288.15118408203125, 285.11993408203125, 275.12646484375, 265.12469482421875, 263.1082458496094, 241.0864715576172, 239.1129913330078, 228.129638671875, 203.10769653320312, 145.0670623779297, 102.0570068359375, 92.06926727294922, 88.07807922363281]","[4308.0, 79.33333587646484, 119.0, 159.0, 172.3333282470703, 132.3333282470703, 119.0, 120.66666412353516, 132.3333282470703, 145.6666717529297, 136.0, 146.3333282470703, 185.6666717529297, 119.33333587646484]"
215,5.038000106811523,415.2044857910156,MetabolitesVS19-248012,2.0--103,2.0--2,0.007,0,0.002,0.99,0.51,0.44074264,5.25,EXP,"[399.208, 417.216]",JUKPWJGBANNWMW-RZVCPIHASA-N,"[399.18829345703125, 417.2143859863281]","[7649.0, 8374.0]"
182,1.7389999628067017,211.08467377929688,MSV000094528,1.0--12,1.0--1,0,0,0,0.74,0.1,0.4396157,4.82,EXP,[212.092056],JDMYVMZSGKUWLR-UHFFFAOYSA-N,[212.09060668945312],[3823.0]
225,5.618000030517578,263.18648041992185,MSV000094528,2.0--54,2.0--7,0.002,0,0.001,0.96,0.61,0.43912572,4.81,EXP,"[56.049414, 58.061182]",KYYIDSXMWOZKMP-UHFFFAOYSA-N,"[223.15460205078125, 265.1991882324219, 59.070655822753906, 59.06218338012695, 58.17829132080078, 58.06633758544922, 56.050838470458984]","[4783.0, 22706.0, 1194.3333740234375, 332.3333435058594, 188.6666717529297, 28426.666015625, 271.3333435058594]"
225,5.618000030517578,263.18648041992185,MSV000094528,2.0--117,2.0--7,0.002,0,0,0.96,0.59,0.43849966,4.8,EXP,"[56.049396, 58.064772]",RYAHJFGVOCZDEI-UFFNCVEVSA-N,"[223.15460205078125, 265.1991882324219, 59.070655822753906, 59.06218338012695, 58.17829132080078, 58.06633758544922, 56.050838470458984]","[4783.0, 22706.0, 1194.3333740234375, 332.3333435058594, 188.6666717529297, 28426.666015625, 271.3333435058594]"
130,1.0160000324249268,292.0933712890625,MSV000094528,1.0--102,1.0--3,0.004,0,0.001,0.92,0.12,0.43780333,4.14,EXP,[293.105191],VOKLDTLWVDHMCQ-UHFFFAOYSA-N,"[293.1095886230469, 293.10089111328125, 293.097412109375]","[6178.0, 5121.0, 4127.0]"
130,1.0160000324249268,292.0933712890625,MSV000094528,1.0--21,1.0--3,0.006,0,0.001,0.82,0.33,0.43749046,4.14,EXP,[293.106784],YDLHNKCBACYIEZ-UHFFFAOYSA-N,"[293.1095886230469, 293.10089111328125, 293.097412109375]","[6178.0, 5121.0, 4127.0]"
130,1.0160000324249268,292.0933712890625,MSV000094528,1.0--67,1.0--3,-0.005,0,0,0.93,0.11,0.43740183,4.12,EXP,[293.095739],RHYRGGHFPVARSN-UHFFFAOYSA-N,"[293.1095886230469, 293.10089111328125, 293.097412109375]","[6178.0, 5121.0, 4127.0]"
